Symbol,Name,Country,Sector,Industry
FMN,Federated Hermes Premier Municipal Income Fund,United States,,
FMNB,Farmers National Banc Corp. Common Stock,United States,Finance,Major Banks
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest,United States,,
FMS,Fresenius Medical Care AG Common Stock,Germany,Health Care,Misc Health and Biotechnology Services
FMTX,Forma Therapeutics Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Mexico,Consumer Non-Durables,Beverages (Production/Distribution)
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,United States,,
FN,Fabrinet Ordinary Shares,Cayman Islands,Public Utilities,Telecommunications Equipment
FNB,F.N.B. Corporation Common Stock,United States,Finance,Major Banks
FNB^E,F.N.B. Corporation Depositary Shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred  Stock Series E,United States,,
FNCB,FNCB Bancorp Inc. Common Stock,United States,Finance,Major Banks
FND,Floor & Decor Holdings Inc. Common Stock,,Consumer Services,RETAIL: Building Materials
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,United States,Finance,Specialty Insurers
FNHC,FedNat Holding Company Common Stock,United States,Finance,Property-Casualty Insurers
FNKO,Funko Inc. Class A Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys
FNLC,First Bancorp Inc  (ME) Common Stock,United States,Finance,Major Banks
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,United States,,
FNV,Franco-Nevada Corporation,Canada,Basic Industries,Precious Metals
FNWB,First Northwest Bancorp Common Stock,United States,Finance,Banks
FOCS,Focus Financial Partners Inc. Class A Common Stock,United States,Finance,Investment Managers
FOCT,FT Cboe Vest U.S. Equity Buffer ETF - October,United States,,
FOE,Ferro Corporation Common Stock,United States,Basic Industries,Paints/Coatings
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,United States,,
FOLD,Amicus Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
FONR,Fonar Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FOR,Forestar Group Inc Common Stock ,United States,Finance,Real Estate
FORA,Forian Inc. Common Stock,United States,Technology,EDP Services
FORD,Forward Industries Inc. Common Stock,United States,Consumer Non-Durables,Plastic Products
FOREU,Foresight Acquisition Corp. Units,United States,Finance,Business Services
FORM,FormFactor Inc. FormFactor Inc. Common Stock,United States,Technology,Semiconductors
FORR,Forrester Research Inc. Common Stock,United States,Consumer Services,Diversified Commercial Services
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,Israel,Technology,EDP Services
FOSL,Fossil Group Inc. Common Stock,United States,Consumer Non-Durables,Consumer Specialties
FOUR,Shift4 Payments Inc. Class A Common Stock,United States,Miscellaneous,Business Services
FOX,Fox Corporation Class B Common Stock,United States,Consumer Services,Broadcasting
FOXA,Fox Corporation Class A Common Stock,United States,Consumer Services,Broadcasting
FOXF,Fox Factory Holding Corp. Common Stock,United States,Consumer Non-Durables,Motor Vehicles
FOXW,FoxWayne Enterprises Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
FOXWU,FoxWayne Enterprises Acquisition Corp. Unit,United States,Finance,Business Services
FOXWW,FoxWayne Enterprises Acquisition Corp. Warrant,United States,Finance,Business Services
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares,,Finance,Business Services
FPAY,FlexShopper Inc. Common Stock,United States,Technology,Diversified Commercial Services
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,,,
FPH,Five Point Holdings LLC Class A Common Shares,United States,Finance,Real Estate
FPI,Farmland Partners Inc. Common Stock,,Consumer Services,Real Estate Investment Trusts
FPI^B,Farmland Partners Inc. Series B Participating Preferred Stock,,,
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,,,
FPRO,Fidelity Real Estate Investment ETF,,,
FPRX,Five Prime Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
FR,First Industrial Realty Trust Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,United States,,
FRAF,Franklin Financial Services Corporation Common Stock,United States,Finance,Major Banks
FRBA,First Bank Common Stock,United States,,
FRBK,Republic First Bancorp Inc. Common Stock,United States,Finance,Major Banks
FRC,FIRST REPUBLIC BANK Common Stock,United States,,
FRC^G,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series G Preferred Stock,United States,,
FRC^H,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.125% Noncumulative Perpetual Series H Preferred Stock par value $0.01 per share,United States,,
FRC^I,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series I Preferred Stock par value $0.01 per share,United States,,
FRC^J,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.70% Noncumulative Perpetual Series J Preferred Stock,United States,,
FRC^K,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.125% Noncumulative Perpetual Series K Preferred Stock,United States,,
FRC^L,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.250% Noncumulative Perpetual Series L Preferred Stock,United States,,
FRD,Friedman Industries Inc. Common Stock,United States,Capital Goods,Steel/Iron Ore
FREE,Whole Earth Brands Inc. Class A Common Stock,United States,Consumer Non-Durables,Specialty Foods
FREEW,Whole Earth Brands Inc. Warrant,United States,Consumer Non-Durables,Specialty Foods
FREQ,Frequency Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
FRG,Franchise Group Inc. Common Stock,United States,Miscellaneous,Multi-Sector Companies
FRGAP,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,United States,,
FRGI,Fiesta Restaurant Group Inc. Common Stock,United States,Consumer Services,Restaurants
FRHC,Freedom Holding Corp. Common Stock,Kazakhstan,Finance,Investment Bankers/Brokers/Service
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FRME,First Merchants Corporation Common Stock,United States,Finance,Major Banks
FRO,Frontline Ltd. Ordinary Shares,Bermuda,Transportation,Marine Transportation
FROG,JFrog Ltd. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
FRPH,FRP Holdings Inc. Common Stock,United States,Finance,Real Estate
FRPT,Freshpet Inc. Common Stock,United States,Consumer Non-Durables,Packaged Foods
FRSGU,First Reserve Sustainable Growth Corp. Unit,United States,Finance,Business Services
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,Israel,Technology,Computer Software: Prepackaged Software
FRT,Federal Realty Investment Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts
FRT^C,Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share,United States,,
FRTA,Forterra Inc. Common Stock,United States,Capital Goods,Building Materials
FRWAU,PWP Forward Acquisition Corp. I Units,United States,,
FRX,Forest Road Acquisition Corp. Class A Common Stock,United States,Consumer Services,Other Consumer Services
FSBW,FS Bancorp Inc. Common Stock,United States,Finance,Banks
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest,,,
FSEA,First Seacoast Bancorp Common Stock,United States,Finance,Savings Institutions
FSEP,FT Cboe Vest U.S. Equity Buffer ETF - September,United States,,
FSFG,First Savings Financial Group Inc. Common Stock,United States,Finance,Savings Institutions
FSI,Flexible Solutions International Inc. Common Stock (CDA),Canada,Basic Industries,Major Chemicals
FSII,FS Development Corp. II Class A Common Stock,United States,Finance,Business Services
FSK,FS KKR Capital Corp. Common Stock,,,
FSKR,FS KKR Capital Corp. II Common Stock,,,
FSLF,First Eagle Senior Loan Fund ,,,
FSLR,First Solar Inc. Common Stock,United States,Technology,Semiconductors
FSLY,Fastly Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),Canada,Basic Industries,Precious Metals
FSMO,Fidelity Small-Mid Cap Opportunities ETF,,,
FSP,Franklin Street Properties Corp. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
FSR,Fisker Inc. Class A Common Stock,,Capital Goods,Auto Manufacturing
FSRV,FinServ Acquisition Corp. Class A Common Stock,United States,Technology,Diversified Commercial Services
FSRVU,FinServ Acquisition Corp. Unit,United States,Technology,Diversified Commercial Services
FSRVW,FinServ Acquisition Corp. Warrant,United States,Technology,Diversified Commercial Services
FSRXU,FinServ Acquisition Corp. II Unit,United States,Finance,Business Services
FSS,Federal Signal Corporation Common Stock,United States,Capital Goods,Auto Manufacturing
FSSIU,Fortistar Sustainable Solutions Corp. Unit,United States,Finance,Business Services
FST,FAST Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
FSTR,L.B. Foster Company Common Stock,United States,Basic Industries,Metal Fabrications
FSTX,F-star Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
FSV,FirstService Corporation Common Shares,Canada,Finance,Real Estate
FT,Franklin Universal Trust Common Stock,United States,,
FTAAU,FTAC Athena Acquisition Corp. Unit,United States,Finance,Business Services
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares,United States,,
FTAI^A,Fortress Transportation and Infrastructure Investors LLC 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,United States,,
FTAI^B,Fortress Transportation and Infrastructure Investors LLC 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,United States,,
FTCH,Farfetch Limited Class A Ordinary Shares,,Miscellaneous,Business Services
FTCV,FinTech Acquisition Corp. V Class A Common Stock,United States,Finance,Business Services
FTCVU,FinTech Acquisition Corp. V Unit,United States,Finance,Business Services
FTCVW,FinTech Acquisition Corp. V Warrant,United States,Finance,Business Services
FTDR,frontdoor inc. Common Stock,United States,Finance,Diversified Commercial Services
FTEK,Fuel Tech Inc. Common Stock,United States,Capital Goods,Pollution Control Equipment
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,United States,,
FTFT,Future FinTech Group Inc. Common Stock,China,Miscellaneous,Business Services
FTHM,Fathom Holdings Inc. Common Stock,United States,Finance,Real Estate
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,United States,,
FTI,TechnipFMC plc Ordinary Share,,Energy,Metal Fabrications
FTIV,FinTech Acquisition Corp. IV Class A Common Stock,United States,Finance,Investment Managers
FTIVU,FinTech Acquisition Corp. IV Unit,United States,Finance,Investment Managers
FTIVW,FinTech Acquisition Corp. IV Warrant,United States,Finance,Investment Managers
FTK,Flotek Industries Inc. Common Stock,United States,Basic Industries,Major Chemicals
FTNT,Fortinet Inc. Common Stock,United States,Technology,Computer peripheral equipment
FTOC,FTAC Olympus Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
FTOCU,FTAC Olympus Acquisition Corp. Unit,United States,Finance,Business Services
FTOCW,FTAC Olympus Acquisition Corp. Warrant,United States,Finance,Business Services
FTS,Fortis Inc. Common Shares,,Public Utilities,Electric Utilities: Central
FTSI,FTS International Inc. Class A Common Stock,United States,Energy,Oilfield Services/Equipment
FTV,Fortive Corporation Common Stock ,,Capital Goods,Industrial Machinery/Components
FTV^A,Fortive Corporation 5.00% Mandatory Convertible Preferred Stock Series A,,,
FUBO,fuboTV Inc. Common Stock,,Consumer Services,Movies/Entertainment
FUL,H. B. Fuller Company Common Stock,United States,Basic Industries,Home Furnishings
FULC,Fulcrum Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
FULT,Fulton Financial Corporation Common Stock,United States,Finance,Major Banks
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
FUN,Cedar Fair L.P. Common Stock,United States,Consumer Services,Services-Misc. Amusement & Recreation
FUNC,First United Corporation Common Stock,United States,Finance,Major Banks
FUND,Sprott Focus Trust Inc. Common Stock,United States,Consumer Services,Miscellaneous
FUNL,CornerCap Fundametrics Large-Cap ETF,,,
FURY,Fury Gold Mines Limited Common Shares,,Basic Industries,Precious Metals
FUSB,First US Bancshares Inc. Common Stock,United States,Finance,Major Banks
FUSE,Fusion Acquisition Corp. Class A Common Stock,United States,Finance,Finance: Consumer Services
FUSN,Fusion Pharmaceuticals Inc. Common Shares,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FUTU,Futu Holdings Limited American Depositary Shares,Hong Kong,Finance,Investment Bankers/Brokers/Service
FUV,Arcimoto Inc. Common Stock,United States,Consumer Non-Durables,Motor Vehicles
FVAM,5:01 Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
FVCB,FVCBankcorp Inc. Common Stock,United States,Finance,Major Banks
